ID,GVI,SVF,Enclosure,Clutter,road,sidewalk,building,wall,fence,pole,traffic_light,traffic_sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
1561,30.76,25.06,63.1,4.17,3.36,0.19,29.24,3.11,3.56,0.49,0.01,0.11,30.76,2.47,25.06,0.05,0.0,0.71,0.89,0.0,0.0,0.0,0.0
1577,0.01,11.42,76.89,5.34,2.56,2.03,76.69,0.19,4.16,0.7,0.01,0.47,0.01,0.0,11.42,0.07,0.0,1.65,0.05,0.0,0.0,0.0,0.0
158,4.14,19.45,79.18,0.78,0.05,0.01,73.49,1.55,0.21,0.16,0.02,0.39,4.14,0.0,19.45,0.02,0.0,0.03,0.22,0.18,0.0,0.02,0.06
1581,0.21,13.16,81.19,1.11,0.36,0.09,80.89,0.09,0.51,0.3,0.01,0.29,0.21,0.0,13.16,0.37,0.0,1.61,0.56,0.73,0.81,0.01,0.01
1585,0.01,37.8,59.24,1.3,0.08,0.07,59.07,0.16,0.66,0.22,0.01,0.41,0.01,0.0,37.8,0.01,0.0,0.75,0.03,0.2,0.34,0.03,0.15
1587,2.59,36.27,52.19,0.36,1.84,0.12,49.51,0.09,0.01,0.15,0.04,0.16,2.59,0.0,36.27,2.86,0.0,1.33,3.58,0.33,0.97,0.0,0.13
1591,1.37,53.66,41.33,1.25,0.11,0.12,39.82,0.15,0.08,0.77,0.0,0.4,1.37,0.0,53.66,0.62,0.0,1.27,0.28,1.2,0.14,0.0,0.0
1595,9.09,32.36,58.1,4.2,0.45,1.02,46.11,2.9,2.38,1.31,0.1,0.41,9.09,0.0,32.36,0.01,0.0,0.05,0.05,3.65,0.06,0.0,0.05
1599,9.12,27.21,62.27,10.4,0.03,0.0,51.38,1.77,10.19,0.07,0.0,0.14,9.12,0.0,27.21,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
1601,2.41,34.36,61.05,0.72,0.78,0.18,58.6,0.05,0.37,0.15,0.0,0.2,2.41,0.02,34.36,0.11,0.01,2.23,0.49,0.0,0.01,0.0,0.04
1603,0.11,10.31,88.47,0.43,0.32,0.0,88.36,0.0,0.3,0.0,0.0,0.12,0.11,0.0,10.31,0.05,0.0,0.38,0.01,0.0,0.0,0.0,0.04
1605,3.85,24.69,69.62,4.97,0.12,0.02,60.82,4.95,4.7,0.07,0.06,0.14,3.85,0.0,24.69,0.0,0.09,0.18,0.0,0.0,0.29,0.0,0.01
1607,32.06,33.62,58.69,5.82,0.66,0.49,25.51,1.12,4.84,0.75,0.0,0.24,32.06,0.01,33.62,0.04,0.0,0.56,0.0,0.0,0.0,0.02,0.1
1609,1.86,27.21,60.53,2.98,0.91,0.09,58.37,0.3,1.08,1.41,0.3,0.19,1.86,0.03,27.21,0.38,0.0,3.51,3.75,0.46,0.0,0.02,0.12
1611,0.09,36.61,57.24,3.96,0.56,0.0,57.03,0.12,3.05,0.76,0.0,0.15,0.09,0.0,36.61,0.0,0.0,0.0,0.0,0.01,1.63,0.0,0.0
1615,1.85,9.57,84.74,1.32,0.13,0.05,82.48,0.41,0.86,0.13,0.01,0.33,1.85,0.02,9.57,0.16,0.0,3.38,0.0,0.39,0.15,0.0,0.06
1619,0.27,10.68,73.32,15.0,0.09,0.08,70.53,2.53,14.36,0.48,0.0,0.16,0.27,0.01,10.68,0.16,0.0,0.37,0.0,0.0,0.22,0.0,0.07
1625,59.04,9.82,87.42,1.06,0.48,1.0,26.72,1.66,0.59,0.37,0.0,0.09,59.04,0.0,9.82,0.04,0.0,0.18,0.0,0.0,0.0,0.0,0.0
1629,0.34,40.16,57.51,1.37,0.08,0.15,54.3,2.88,0.58,0.57,0.0,0.22,0.34,0.22,40.16,0.0,0.0,0.29,0.21,0.0,0.0,0.0,0.0
163,2.04,17.7,80.06,1.21,0.16,0.15,77.79,0.24,0.94,0.06,0.0,0.21,2.04,0.0,17.7,0.05,0.0,0.64,0.0,0.0,0.01,0.0,0.03
1633,12.83,27.55,65.99,4.64,0.17,0.16,53.15,0.01,3.01,1.21,0.29,0.12,12.83,0.0,27.55,0.19,0.0,0.79,0.15,0.0,0.23,0.1,0.03
1649,1.22,27.39,67.9,1.5,1.03,0.43,64.45,2.23,0.69,0.6,0.0,0.22,1.22,0.01,27.39,0.01,0.04,1.39,0.0,0.02,0.06,0.03,0.2
1653,7.07,17.95,77.23,1.76,0.54,0.27,69.93,0.23,0.87,0.73,0.0,0.15,7.07,0.0,17.95,0.21,0.0,1.37,0.22,0.1,0.17,0.11,0.07
1657,9.11,30.15,61.48,2.14,0.38,0.34,52.31,0.06,1.39,0.34,0.0,0.41,9.11,0.0,30.15,0.13,0.0,2.16,2.75,0.0,0.22,0.23,0.0
1659,47.43,12.58,81.86,2.87,0.28,0.21,34.28,0.15,2.16,0.25,0.0,0.46,47.43,0.0,12.58,0.22,0.0,1.6,0.05,0.26,0.0,0.02,0.04
1663,11.93,34.97,56.56,4.33,0.49,0.93,41.46,3.16,1.42,1.97,0.0,0.94,11.93,0.0,34.97,0.08,0.0,0.32,1.06,0.15,1.02,0.06,0.02
1667,16.6,24.17,68.14,5.43,0.33,0.54,50.6,0.94,2.65,0.92,0.02,1.84,16.6,0.0,24.17,0.1,0.02,0.98,0.1,0.0,0.06,0.0,0.13
1671,0.0,11.2,87.89,0.23,0.04,0.0,87.85,0.04,0.16,0.0,0.0,0.07,0.0,0.0,11.2,0.0,0.0,0.57,0.0,0.0,0.0,0.01,0.06
1673,0.21,28.05,67.96,1.15,0.22,0.01,67.75,0.0,0.93,0.02,0.01,0.18,0.21,0.0,28.05,0.15,0.0,1.95,0.22,0.1,0.0,0.17,0.01
1675,0.03,37.11,59.58,1.33,0.76,0.05,59.55,0.0,0.96,0.05,0.0,0.31,0.03,0.0,37.11,0.06,0.0,0.74,0.0,0.01,0.0,0.24,0.12
1677,0.06,10.77,88.35,0.12,0.3,0.0,88.28,0.0,0.0,0.0,0.0,0.11,0.06,0.0,10.77,0.02,0.0,0.13,0.0,0.0,0.02,0.0,0.29
1679,1.17,37.54,56.37,3.07,0.09,0.04,55.2,0.01,2.55,0.03,0.01,0.47,1.17,0.0,37.54,0.07,0.01,1.21,1.46,0.0,0.0,0.13,0.0
168,0.66,53.31,40.67,4.77,0.79,0.09,39.43,0.58,3.86,0.72,0.01,0.17,0.66,0.0,53.31,0.01,0.0,0.36,0.0,0.0,0.0,0.0,0.0
1681,1.22,32.61,53.56,6.08,1.05,0.04,50.63,1.71,3.03,2.47,0.08,0.5,1.22,0.01,32.61,0.11,0.0,2.53,0.05,3.59,0.01,0.16,0.18
1683,30.11,22.44,74.67,1.49,0.09,0.18,42.61,1.94,0.36,0.95,0.0,0.18,30.11,0.0,22.44,0.08,0.0,0.35,0.0,0.14,0.56,0.0,0.0
1687,0.0,15.62,81.15,1.95,0.03,0.16,80.97,0.19,0.09,1.8,0.0,0.07,0.0,0.0,15.62,0.29,0.0,0.14,0.0,0.04,0.6,0.0,0.02
1691,0.28,22.68,65.3,5.66,5.2,0.02,61.13,3.88,5.19,0.01,0.0,0.46,0.28,0.0,22.68,0.21,0.08,0.51,0.17,0.0,0.03,0.02,0.13
1697,59.04,9.82,87.42,1.06,0.48,1.0,26.72,1.66,0.59,0.37,0.0,0.09,59.04,0.0,9.82,0.04,0.0,0.18,0.0,0.0,0.0,0.0,0.0
1701,5.24,40.97,49.4,6.23,0.6,0.82,43.2,0.95,4.5,0.77,0.0,0.95,5.24,0.02,40.97,0.27,0.0,0.26,0.29,0.12,1.01,0.0,0.02
1705,26.28,23.05,69.07,6.09,0.44,0.1,41.4,1.38,4.85,0.38,0.0,0.86,26.28,0.0,23.05,0.33,0.12,0.45,0.1,0.01,0.01,0.04,0.2
172,4.7,13.49,82.88,0.83,0.87,0.83,77.89,0.3,0.53,0.05,0.0,0.24,4.7,0.0,13.49,0.06,0.0,0.39,0.62,0.0,0.0,0.0,0.03
1720,0.64,33.9,57.27,3.82,0.49,0.0,56.02,0.62,2.56,1.17,0.03,0.07,0.64,0.0,33.9,0.2,0.16,3.48,0.0,0.0,0.67,0.0,0.01
1724,0.02,25.58,69.71,0.86,0.36,0.0,69.65,0.04,0.21,0.54,0.01,0.1,0.02,0.0,25.58,0.04,0.0,2.03,0.37,0.28,0.76,0.01,0.0
1728,0.66,25.98,68.23,2.93,0.26,0.07,65.58,1.99,2.31,0.34,0.0,0.28,0.66,0.0,25.98,0.0,0.0,0.86,1.35,0.08,0.23,0.0,0.0
1730,17.79,22.05,66.15,3.24,0.34,0.06,47.48,0.89,2.12,0.67,0.0,0.45,17.79,0.0,22.05,0.13,0.01,5.82,0.76,1.17,0.0,0.0,0.25
1734,0.1,44.15,51.41,2.53,0.05,0.02,49.3,2.01,2.05,0.23,0.01,0.23,0.1,0.0,44.15,0.09,0.0,0.12,0.02,1.19,0.4,0.0,0.03
1738,10.91,38.99,50.06,9.19,0.29,0.28,35.6,3.55,7.32,1.64,0.0,0.23,10.91,0.0,38.99,0.04,0.0,0.5,0.52,0.0,0.03,0.0,0.09
1742,4.42,16.47,76.22,3.8,0.58,0.01,71.54,0.26,2.58,0.05,0.0,1.17,4.42,0.0,16.47,0.19,0.0,0.41,1.71,0.06,0.18,0.0,0.37
1744,0.19,10.36,87.97,0.57,0.31,0.0,87.79,0.0,0.34,0.04,0.0,0.19,0.19,0.0,10.36,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.04
1746,1.02,17.65,78.61,2.32,0.22,0.0,77.42,0.17,2.02,0.05,0.0,0.25,1.02,0.0,17.65,0.01,0.0,1.1,0.1,0.0,0.0,0.0,0.0
1748,0.49,56.38,38.37,2.18,0.4,0.08,37.82,0.06,1.64,0.08,0.01,0.46,0.49,0.0,56.38,0.45,0.0,0.57,1.2,0.26,0.0,0.0,0.11
1750,5.99,34.34,54.98,2.83,3.36,0.9,45.36,3.63,2.16,0.32,0.0,0.35,5.99,0.01,34.34,0.14,0.0,0.19,2.8,0.03,0.37,0.03,0.01
1751,12.29,24.2,63.16,3.55,0.56,0.17,49.05,1.83,2.06,0.82,0.07,0.61,12.29,0.0,24.2,0.13,0.0,1.49,5.43,1.13,0.03,0.0,0.14
1753,0.82,50.25,43.44,2.81,0.52,0.29,42.6,0.02,0.92,1.44,0.14,0.32,0.82,0.0,50.25,0.31,0.0,0.57,1.09,0.0,0.04,0.57,0.1
1757,0.67,34.38,61.55,1.27,0.16,0.08,60.0,0.88,0.56,0.59,0.01,0.12,0.67,0.0,34.38,0.08,0.0,2.33,0.03,0.08,0.02,0.0,0.0
1761,0.09,21.89,69.33,2.38,0.39,0.09,68.62,0.63,1.2,0.48,0.0,0.7,0.09,0.0,21.89,0.01,0.0,1.61,2.84,1.13,0.23,0.08,0.01
1767,6.34,41.49,47.79,5.33,0.31,0.1,41.06,0.39,4.41,0.59,0.01,0.33,6.34,0.0,41.49,0.15,0.33,1.09,2.78,0.06,0.01,0.06,0.51
177,30.72,17.74,78.26,1.07,0.22,1.64,47.38,0.16,0.76,0.18,0.0,0.13,30.72,0.0,17.74,0.15,0.0,0.59,0.0,0.0,0.02,0.05,0.26
1771,0.24,51.63,45.22,1.77,0.06,0.03,44.99,0.0,1.38,0.15,0.0,0.24,0.24,0.0,51.63,0.34,0.0,0.68,0.03,0.11,0.0,0.0,0.12
1775,14.86,34.82,62.21,1.44,0.32,0.17,46.69,0.67,0.99,0.17,0.01,0.27,14.86,0.0,34.82,0.2,0.0,0.18,0.55,0.0,0.0,0.0,0.1
1789,0.17,56.0,37.53,2.92,1.25,0.29,37.34,0.02,2.64,0.04,0.01,0.24,0.17,0.0,56.0,0.35,0.0,0.32,1.1,0.0,0.08,0.0,0.15
1793,1.25,48.13,49.83,0.95,0.33,0.02,48.57,0.01,0.28,0.21,0.02,0.45,1.25,0.0,48.13,0.09,0.0,0.44,0.0,0.2,0.0,0.0,0.0
1797,0.21,23.73,71.09,0.51,0.19,0.01,70.87,0.02,0.29,0.04,0.0,0.19,0.21,0.0,23.73,0.18,0.04,1.42,2.1,0.71,0.0,0.03,0.0
1799,1.18,34.04,62.41,1.02,0.06,0.01,61.23,0.0,0.54,0.18,0.0,0.29,1.18,0.0,34.04,0.34,0.0,1.86,0.2,0.0,0.0,0.0,0.06
18,1.99,28.74,67.0,1.36,0.17,0.02,64.65,0.36,0.37,0.64,0.1,0.25,1.99,0.0,28.74,0.24,0.0,0.91,0.14,0.71,0.1,0.49,0.12
1803,0.53,68.44,26.52,3.19,0.01,0.02,25.86,0.12,2.95,0.09,0.0,0.15,0.53,0.0,68.44,0.6,0.0,0.99,0.0,0.0,0.0,0.05,0.18
1807,19.99,23.8,60.23,14.01,0.73,0.13,39.61,0.63,13.63,0.19,0.0,0.19,19.99,0.05,23.8,0.12,0.0,0.74,0.15,0.0,0.0,0.02,0.02
1811,22.46,31.2,66.61,1.09,0.32,0.12,42.99,1.16,0.19,0.69,0.0,0.21,22.46,0.0,31.2,0.14,0.0,0.51,0.0,0.0,0.0,0.0,0.01
1813,2.01,41.93,48.9,6.11,0.36,0.05,46.49,0.4,5.47,0.56,0.0,0.08,2.01,0.0,41.93,0.2,0.01,0.53,1.46,0.01,0.43,0.0,0.0
1815,20.94,26.17,59.07,8.5,0.43,1.37,36.39,1.74,7.74,0.59,0.0,0.17,20.94,0.0,26.17,2.69,0.0,1.25,0.19,0.33,0.0,0.0,0.0
1817,14.64,34.98,59.22,3.89,0.26,0.06,40.84,3.73,2.68,1.04,0.01,0.16,14.64,0.0,34.98,0.61,0.0,0.06,0.56,0.0,0.28,0.0,0.08
1819,0.78,33.48,57.7,2.96,1.23,1.63,53.95,2.97,1.55,0.99,0.02,0.41,0.78,0.02,33.48,0.29,0.04,2.19,0.09,0.0,0.0,0.3,0.08
182,24.76,23.74,58.87,14.23,0.19,0.22,29.47,4.64,13.92,0.17,0.03,0.11,24.76,0.0,23.74,0.21,0.03,0.51,0.09,0.0,1.87,0.0,0.04
1821,0.34,25.75,72.43,1.15,0.02,0.07,68.46,3.62,0.91,0.09,0.0,0.14,0.34,0.0,25.75,0.03,0.0,0.37,0.05,0.0,0.13,0.0,0.0
1825,0.32,55.1,39.87,1.96,1.05,0.25,39.55,0.0,1.71,0.04,0.0,0.21,0.32,0.01,55.1,0.07,0.0,0.24,1.18,0.04,0.0,0.12,0.09
1829,0.0,22.89,68.8,2.66,0.3,0.0,68.26,0.53,2.24,0.08,0.02,0.32,0.0,0.0,22.89,0.73,0.29,1.15,2.01,0.64,0.22,0.0,0.32
1835,0.25,45.38,52.15,1.42,0.06,0.04,51.9,0.01,0.97,0.27,0.0,0.17,0.25,0.0,45.38,0.37,0.01,0.57,0.0,0.0,0.0,0.0,0.0
1839,1.36,56.64,40.8,1.03,0.0,0.0,39.23,0.2,0.83,0.07,0.0,0.13,1.36,0.0,56.64,0.63,0.0,0.27,0.0,0.06,0.57,0.0,0.01
184,17.79,8.87,85.58,4.89,0.18,0.0,67.78,0.0,3.89,0.62,0.0,0.39,17.79,0.0,8.87,0.02,0.0,0.4,0.0,0.01,0.05,0.0,0.0
1843,18.8,29.2,64.94,3.77,0.65,0.07,45.7,0.44,2.72,0.8,0.01,0.24,18.8,0.0,29.2,0.3,0.0,0.96,0.08,0.0,0.02,0.0,0.02
1856,0.21,54.9,37.83,5.65,0.34,0.61,37.51,0.11,5.18,0.13,0.0,0.34,0.21,0.0,54.9,0.14,0.0,0.04,0.35,0.0,0.03,0.0,0.13
1860,1.23,3.1,56.56,2.99,33.62,0.3,55.16,0.18,2.42,0.27,0.02,0.28,1.23,0.0,3.1,0.02,0.0,0.29,0.49,1.68,0.94,0.0,0.01
1864,0.21,23.73,71.09,0.51,0.19,0.01,70.87,0.02,0.29,0.04,0.0,0.19,0.21,0.0,23.73,0.18,0.04,1.42,2.1,0.71,0.0,0.03,0.0
1866,0.38,48.01,48.3,1.57,0.21,0.05,47.91,0.0,1.05,0.28,0.01,0.22,0.38,0.0,48.01,0.12,0.0,0.82,0.25,0.23,0.02,0.06,0.34
1870,0.24,46.36,49.9,2.12,0.22,0.02,49.66,0.0,1.13,0.89,0.0,0.1,0.24,0.0,46.36,0.49,0.0,0.31,0.55,0.0,0.0,0.0,0.02
1878,16.78,31.08,61.0,6.62,0.19,0.06,42.18,2.04,5.57,0.82,0.0,0.23,16.78,0.0,31.08,0.18,0.03,0.76,0.03,0.0,0.0,0.0,0.04
1880,2.01,41.93,48.9,6.11,0.36,0.05,46.49,0.4,5.47,0.56,0.0,0.08,2.01,0.0,41.93,0.2,0.01,0.53,1.46,0.01,0.43,0.0,0.0
1882,10.57,29.57,59.59,5.59,0.31,0.05,47.13,1.89,4.47,0.98,0.01,0.14,10.57,0.0,29.57,0.17,0.0,1.93,1.51,0.62,0.5,0.0,0.16
1884,3.08,26.04,63.68,4.85,0.75,0.35,59.4,1.2,2.88,1.35,0.02,0.6,3.08,0.0,26.04,0.19,2.36,1.38,0.0,0.12,0.05,0.02,0.22
1886,0.14,44.54,46.06,5.54,0.46,0.11,45.77,0.15,5.18,0.25,0.0,0.11,0.14,0.0,44.54,0.0,0.0,0.21,1.3,1.49,0.27,0.0,0.0
189,0.0,16.02,70.77,12.27,0.12,0.0,69.28,1.48,10.97,0.87,0.01,0.42,0.0,0.0,16.02,0.5,0.0,0.26,0.0,0.0,0.07,0.0,0.0
1890,1.82,54.29,37.95,5.99,0.44,0.02,27.68,8.44,5.23,0.47,0.0,0.29,1.82,0.0,54.29,0.06,0.0,0.26,0.18,0.37,0.41,0.01,0.01
1894,0.54,42.15,48.47,5.63,0.81,0.41,45.66,2.27,5.29,0.3,0.01,0.04,0.54,0.0,42.15,0.02,0.0,0.86,0.12,0.09,1.26,0.17,0.01
1900,0.49,39.98,54.46,3.66,0.22,0.21,53.89,0.08,3.17,0.28,0.0,0.2,0.49,0.0,39.98,0.56,0.0,0.74,0.16,0.02,0.0,0.0,0.0
1904,0.97,56.76,40.79,0.8,0.11,0.02,39.82,0.0,0.54,0.04,0.01,0.22,0.97,0.0,56.76,0.26,0.0,1.1,0.0,0.0,0.0,0.0,0.17
1919,1.82,50.1,41.7,6.14,0.4,0.06,36.4,3.47,5.26,0.34,0.0,0.53,1.82,0.0,50.1,0.0,0.0,0.1,0.98,0.0,0.52,0.0,0.0
1923,0.35,43.6,51.17,3.92,0.36,0.06,45.29,5.53,3.47,0.31,0.0,0.14,0.35,0.0,43.6,0.01,0.0,0.32,0.54,0.0,0.0,0.0,0.01
1927,1.11,41.06,44.01,5.94,0.51,0.0,41.24,1.65,5.64,0.23,0.0,0.06,1.11,0.0,41.06,0.12,0.01,5.0,0.0,3.18,0.13,0.04,0.0
1929,0.35,41.62,54.47,2.66,0.26,0.06,53.59,0.54,1.9,0.33,0.04,0.39,0.35,0.0,41.62,0.18,0.0,0.26,0.16,0.01,0.0,0.13,0.18
1933,0.36,44.76,52.39,0.67,0.14,0.0,51.42,0.61,0.12,0.39,0.0,0.16,0.36,0.0,44.76,0.17,0.0,0.92,0.56,0.14,0.22,0.0,0.03
194,0.0,3.3,95.3,0.95,0.16,0.01,94.7,0.61,0.83,0.0,0.0,0.12,0.0,0.0,3.3,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
1943,5.16,75.37,16.72,5.4,1.54,0.23,7.25,4.31,2.81,2.2,0.03,0.37,5.16,0.57,75.37,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0
1945,1.18,0.24,79.07,2.92,7.17,3.33,68.32,9.56,2.13,0.05,0.12,0.61,1.18,0.0,0.24,0.0,0.0,3.88,0.02,3.38,0.0,0.0,0.0
1947,11.42,3.99,68.86,7.03,4.18,0.01,48.67,8.77,6.24,0.12,0.04,0.63,11.42,0.0,3.99,0.35,0.03,1.76,13.29,0.07,0.26,0.0,0.17
1951,1.82,54.29,37.95,5.99,0.44,0.02,27.68,8.44,5.23,0.47,0.0,0.29,1.82,0.0,54.29,0.06,0.0,0.26,0.18,0.37,0.41,0.01,0.01
1955,0.54,42.15,48.47,5.63,0.81,0.41,45.66,2.27,5.29,0.3,0.01,0.04,0.54,0.0,42.15,0.02,0.0,0.86,0.12,0.09,1.26,0.17,0.01
1961,0.51,47.79,49.8,1.75,0.25,0.23,46.49,2.81,1.24,0.04,0.0,0.48,0.51,0.0,47.79,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.06
1973,1.77,41.79,47.96,3.04,0.16,0.02,45.0,1.19,2.58,0.15,0.0,0.32,1.77,0.07,41.79,0.2,0.0,0.59,0.18,4.09,1.73,0.16,0.01
199,2.93,50.58,40.89,7.13,0.67,0.08,36.82,1.15,6.22,0.55,0.0,0.36,2.93,0.02,50.58,0.06,0.0,0.3,0.02,0.0,0.0,0.0,0.24
200,2.87,1.84,82.46,0.67,11.58,0.21,79.59,0.0,0.07,0.06,0.12,0.42,2.87,0.0,1.84,0.13,0.0,0.4,0.51,1.08,0.92,0.0,0.2
205,1.8,16.19,78.55,1.92,0.3,0.1,76.63,0.11,1.39,0.13,0.05,0.35,1.8,0.0,16.19,0.09,0.0,2.6,0.06,0.01,0.0,0.18,0.0
210,32.26,21.14,70.44,7.69,0.18,0.2,35.41,2.77,7.14,0.22,0.0,0.33,32.26,0.0,21.14,0.05,0.0,0.27,0.01,0.0,0.0,0.0,0.02
217,38.83,26.0,69.86,2.03,0.6,0.16,30.97,0.06,1.52,0.42,0.0,0.08,38.83,0.0,26.0,0.16,0.0,1.02,0.0,0.0,0.02,0.16,0.0
222,0.0,10.89,83.13,2.99,0.07,0.01,83.12,0.0,2.59,0.25,0.02,0.13,0.0,0.0,10.89,0.03,0.0,1.09,0.0,0.18,1.5,0.03,0.09
227,0.95,47.42,43.31,4.27,0.14,0.0,42.09,0.27,2.65,0.98,0.03,0.6,0.95,0.02,47.42,0.09,0.01,1.3,0.07,1.23,1.86,0.26,0.03
23,25.81,30.84,63.65,2.19,0.62,0.21,37.39,0.45,0.95,0.4,0.0,0.84,25.81,0.0,30.84,0.18,0.0,1.82,0.0,0.15,0.0,0.34,0.0
235,8.13,29.13,66.87,1.92,0.16,0.04,58.75,0.0,0.73,0.87,0.0,0.33,8.13,0.0,29.13,0.21,0.0,1.36,0.0,0.0,0.0,0.06,0.24
240,0.0,18.09,79.36,1.03,0.28,0.01,79.3,0.06,0.65,0.18,0.0,0.19,0.0,0.0,18.09,0.03,0.0,0.83,0.31,0.0,0.0,0.0,0.06
245,3.15,13.27,82.64,2.47,0.06,0.03,79.32,0.16,1.19,0.16,0.0,1.13,3.15,0.0,13.27,0.13,0.0,1.12,0.2,0.0,0.03,0.0,0.05
247,7.24,26.37,64.84,8.08,0.0,0.03,57.46,0.14,7.7,0.07,0.0,0.31,7.24,0.0,26.37,0.0,0.0,0.04,0.0,0.58,0.0,0.0,0.05
25,0.97,21.33,69.78,2.41,2.45,0.65,68.16,0.64,0.69,0.71,0.02,0.99,0.97,0.0,21.33,0.27,0.05,2.22,0.43,0.0,0.0,0.09,0.3
252,19.06,11.86,83.87,0.89,0.3,0.09,64.78,0.03,0.28,0.41,0.02,0.18,19.06,0.0,11.86,0.29,0.0,1.22,0.0,1.4,0.07,0.0,0.02
257,1.14,34.33,60.54,2.17,0.47,0.32,59.28,0.12,0.54,0.87,0.0,0.76,1.14,0.11,34.33,0.31,0.0,0.6,0.66,0.43,0.0,0.02,0.04
262,6.41,52.03,42.27,2.84,1.44,0.25,29.95,5.92,2.39,0.36,0.0,0.09,6.41,0.15,52.03,0.1,0.0,0.67,0.0,0.02,0.08,0.0,0.13
264,6.8,60.04,32.56,2.71,1.02,0.52,20.2,5.56,1.57,0.66,0.0,0.48,6.8,0.07,60.04,0.13,0.0,1.05,0.49,1.01,0.15,0.0,0.25
265,0.65,0.07,79.68,2.43,14.28,0.34,79.0,0.03,0.86,0.76,0.03,0.78,0.65,0.0,0.07,0.09,0.0,0.8,0.0,1.78,0.11,0.05,0.36
270,29.62,21.66,74.01,1.38,0.8,0.18,43.83,0.56,0.57,0.41,0.0,0.4,29.62,0.0,21.66,0.26,0.0,1.19,0.0,0.01,0.0,0.12,0.39
275,0.04,22.07,74.3,0.84,1.05,0.35,74.21,0.04,0.01,0.45,0.02,0.37,0.04,0.0,22.07,0.16,0.0,0.39,0.28,0.0,0.43,0.0,0.13
282,0.08,23.99,73.05,1.32,0.08,0.04,72.97,0.0,1.03,0.17,0.01,0.12,0.08,0.0,23.99,0.08,0.0,0.29,0.03,0.21,0.84,0.0,0.06
287,8.76,22.84,72.1,2.51,0.54,0.13,62.82,0.51,1.72,0.5,0.02,0.27,8.76,0.0,22.84,0.11,0.0,1.74,0.0,0.02,0.0,0.0,0.01
292,0.58,34.88,53.11,7.05,0.33,0.04,52.53,0.01,4.97,1.96,0.01,0.11,0.58,0.0,34.88,0.12,0.0,0.79,3.26,0.24,0.09,0.0,0.08
30,0.0,16.91,69.82,7.4,0.03,0.0,69.12,0.69,6.84,0.05,0.04,0.47,0.0,0.0,16.91,0.11,0.0,0.59,0.43,0.08,4.48,0.15,0.0
301,0.1,26.91,68.4,1.5,0.36,0.02,68.3,0.0,0.22,0.75,0.01,0.52,0.1,0.0,26.91,0.3,0.01,2.29,0.1,0.0,0.0,0.07,0.02
306,16.65,22.08,73.07,1.67,1.1,0.14,55.96,0.46,0.89,0.35,0.01,0.43,16.65,0.0,22.08,0.35,0.05,1.14,0.0,0.0,0.0,0.25,0.14
311,0.97,20.58,74.94,1.91,0.48,0.02,73.97,0.0,1.03,0.4,0.0,0.48,0.97,0.0,20.58,0.02,0.06,1.56,0.3,0.0,0.0,0.04,0.08
313,2.06,29.76,66.62,2.28,0.1,0.05,64.21,0.36,1.75,0.16,0.01,0.37,2.06,0.0,29.76,0.1,0.0,1.02,0.0,0.0,0.01,0.0,0.06
318,2.71,38.47,56.18,2.01,0.53,0.09,53.42,0.05,0.7,0.96,0.03,0.32,2.71,0.0,38.47,0.29,0.0,1.74,0.01,0.14,0.13,0.03,0.38
323,6.2,28.8,66.99,3.06,0.33,0.0,60.78,0.0,2.5,0.19,0.0,0.37,6.2,0.12,28.8,0.05,0.0,0.49,0.03,0.1,0.0,0.0,0.02
328,0.08,32.52,59.68,4.46,1.08,0.03,53.48,6.12,3.07,1.28,0.03,0.08,0.08,0.0,32.52,0.03,0.0,0.39,0.26,1.46,0.08,0.0,0.02
330,2.06,58.38,32.04,3.36,1.06,0.27,29.96,0.02,1.88,0.92,0.08,0.49,2.06,0.03,58.38,0.15,0.0,0.72,0.25,2.78,0.73,0.15,0.08
332,0.55,56.09,34.5,4.98,0.97,0.15,33.83,0.11,3.87,0.72,0.0,0.38,0.55,0.0,56.09,0.23,0.0,1.01,0.58,0.81,0.68,0.0,0.01
333,0.58,0.24,86.06,1.4,7.74,3.92,85.4,0.08,0.97,0.08,0.0,0.36,0.58,0.0,0.24,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.08
338,23.08,23.55,73.44,0.87,0.21,0.04,50.29,0.08,0.4,0.07,0.0,0.4,23.08,0.0,23.55,0.17,0.0,1.72,0.0,0.0,0.0,0.0,0.0
343,8.94,23.07,72.45,2.05,0.54,0.01,63.28,0.23,1.09,0.67,0.02,0.27,8.94,0.0,23.07,0.02,0.0,1.45,0.01,0.33,0.01,0.0,0.05
35,58.31,16.1,79.24,1.3,0.82,0.52,20.87,0.06,0.96,0.12,0.0,0.23,58.31,0.05,16.1,0.05,0.0,1.83,0.0,0.0,0.0,0.01,0.08
350,3.21,11.03,87.38,1.21,0.02,0.0,81.83,2.35,0.77,0.21,0.0,0.22,3.21,0.13,11.03,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.03
